title,date,text
Romania 's leu ends weaker after c.bank  intervention . ,1998-06-18,"    1335 GMT - Romania's leu currency closed on Thursday at 

 about 8,520/50 to the dollar, down from the previous closing 

 levels of 8,490/520, after the central bank intervened in early 

 trade to temper any leu appreciation, dealers said. 

     ""The BNR stepped into the market and purchased small dollar 

 ammounts to stop the leu's upward trend,"" one dealer said. He 

 said the BNR appeared to be monitoring the market and was ready 

 to intervene if the leu gained ground too sharply. 

     * Dealers expected the leu to trade relatively stable on 

 Friday at about 8,500/550. 

     ""If some operators try to move the leu at any range stronger 

 than 8,500 to the dollar, the BNR is certain to act,"" one 

 dealer said. 

     * Short-term rates on the money market closed at around 55 

 percent, lower than the opening prices of about 65 percent. 

 Some money market operators said the rates fell mainly due to 

 the leu depreciation throughout the day. 

 Retail prices for the leu lingered around 8,580/650 to the 

 dollar. 

 ((Andrei Iva, Bucharest Newsroom +40-1 312-0264, fax +40 1 

 315-8448, bucharest.newsroom@reuters.com)). 

 (C) Reuters Limited 1998."
Central bank intervenes  to ease pressure on leu. ,1998-03-25," BUCHAREST, March 25 (Reuters) - Romania's central bank (BNR) 

 sold dollars on the interbank market at midday on Wednesday to 

 ease pressure on the leu currency, dealers said. 

 ""The BNR sold dollars to offer support to the leu which was 

 hovering at about 8,490/530,"" said one trader, adding that the 

 size of intervention might have been around $10 million. 

 ""I don't know exactly why the BNR stepped in but it might 

 want to see some firmer prices,"" said another. 

 The leu firmed towards 8,330/445 following BNR moves. 

 The BNR intervened on the foreign exchange market on Monday 

 after the leu dipped to about 8,500/600 to the dollar from 

 around 8,250/350 at last Friday's close and quotes near 8,055 a 

 week ago. 

 Dealers said higher dollar demand in recent days came from 

 some repatriation of fixed income investments and on the back of 

 a cash-heavy money market. 

 Some players said the BNR tried to drain some leu funds from 

 the money market, where rates were now at 75/80 percent. 

 ((Mirela Eremia, Bucharest Newsroom +40-1 312-0264, fax +40 1 

 315-8448, bucharest.newsroom@reuters.com)). 

 (C) Reuters Limited 1998."
Romania  Leu Weakening Early;  Intervention  Seen Likely ,1998-03-24," BUCHAREST (Dow Jones)--Rising dollar demand weakened Romania's leu further Tuesday and dealers predicted the National Bank of Romania will sell dollars on the interbank market by mid-session to halt the slide, now in its second day. 

 The dollar was trading between 8,400 lei (ROL) and ROL8,500 at 0730 GMT Tuesday from between ROL8,380 and ROL8,480 at closing Monday. 

 'The leu will go down to ROL8,600 and the central bank will intervene,' predicted one dealer with a foreign bank in Bucharest. 

 Dealers said foreigners are buying dollars as they pull out of local stock and currency markets amid low interest rates and political instability. 

 As reported, opposition politicians, and many government allies are intensifying calls for the resignation of Prime Minister Victor Ciorbea and prompting fears for the future of free market reform. 

 An issue last week of $100 million in hard currency one-year Treasury bonds also spurred demand, said dealers. 

 Meanwhile, overnight money market rates are at about 60% annually, down from 65% Monday and about 90% a week ago. 

 Another Bucharest dealer said the rates are too low to keep foreigners in the interbank market. 

 He estimated that more than half the dollar orders are from investors pulling out of the interbank and Treasury bill market. 

 -By Adam Brown; (401)-210-8197 adam@mail.kappa.ro 

 (END) Dow Jones Newswires 24-03-98 

 0750GMT 

 1869"
Romania  c.bank  intervenes  to temper leu fall. ,1998-03-23," BUCHAREST, March 23 (Reuters) - Romania's central bank (BNR) sold dollars on the interbank market at midday after the leu weakened to about 8,500/600 to the dollar due to larger hard currency demand, dealers said. 

 ""I think the BNR sold some $4 million so far,"" said one trader, adding that its prices were near 8,400. 

 The leu firmed toward opening quotes of 8,350/400 to the dollar after the BNR moves, but remained weaker than last Friday's close of 8,250/350. 

 Dealers said higher dollar demand came from some repatriation of fixed income investments and on the back of a cash-heavy money market. 

 The leu's slide follows weeks of stability at prices near 8,055 to the dollar amid low hard currency demand and attractive money market prices, which stood at 90/100 percent until late last week. 

 Some players said the BNR was also draining some leu funds from the money market, where rates hovered now at 65/75 percent. ((Mirela Eremia, Bucharest Newsroom +40-1 312-0264, fax +40 1 315-8448, bucharest.newsroom@reuters.com)). 

 (C) Reuters Limited 1998."
Romania Leu Steady Early But Some Appreciation Seen ,1998-03-13," BUCHAREST (Dow Jones)--Romania's leu (ROL) is steady early Friday but dealers predict some appreciation later in the day as state banks sell some dollars to pay lei debts. 

 The dollar was trading between ROL8,050 and ROL8,080, at 0720 GMT Friday, from between ROL8,060 and ROL8,100 at closing Thursday. 

 'There won't be much volume (Friday) but some state banks are selling enough dollars that the leu (will strengthen),' said one dealer with a foreign bank in Bucharest. 

 He predicted no intervention by the National Bank of Romania despite steady appreciation of the leu in recent weeks, amid high inflation. 

 'I think they're waiting until the budget is presented and this political situation ends,' said the dealer. 

 As reported, the government is expected to finish the budget draft Sunday or Monday and present it to Parliament next week. 

 Several government-allied and opposition politicians vow to vote against the budget unless Prime Minister Victor Ciorbea first resigns. 


The crisis started at the beginning of the year and, say local
dealers, the central bank has occasionally intervened to strengthen the
leu despite government pledges that the currency will depreciate in line
with inflation.
    -By Adam Brown (401)210-8197 adam@mail.kappa.ro



(END) Dow Jones Newswires 13-03-98



0732GMT


 1869"
Romania Leu Weakens Early As Oil Importers Seek Dollars ,1998-03-06," BUCHAREST (Dow Jones)--Romania's leu was weakening slightly in early trading Friday as oil importers started buying dollars to pay off maturing letters of credit in hard currency, said dealers. 

 The dollar was trading between 8,115 lei (ROL) and ROL8,160 at 0735 GMT Friday, from between ROL8,100 and ROL8,140 Thursday. 

 One dealer with a foreign bank in Bucharest said state oil importers will likely continue buying $1 million or so per day until the middle of next week to pay off maturing debts. 

 However, he indicated the National Bank of Romania will intervene if the leu starts to depreciate by more than ROL40 against dollar in a single day. 

 Romania's central bank 'thinks that any fast depreciation could start a lot of speculation and turn into a run,' said the dealer. 

 Another dealer said the central bank will likely borrow lei from the market Friday to reduce high liquidity. 

 He said liquidity, traditionally high in the first week of the month, was increased further by the lack of a Treasury bill auction this week. 


The dealer said the Finance Ministry scheduled an auction of about
ROL250 billion lei in three-month T-bills for next Tuesday.
    -By Adam Brown; 401-210-8197 adam@mail.kappa.ro



(END) Dow Jones Newswires 06-03-98



0803GMT


 1869"
Romania Leu Weakens Early As Oil Importers Seen Seeking Dlrs ,1998-03-05," BUCHAREST (Dow Jones)--Romania's leu is weakening slightly in early trading Thursday and dealers predicted increased dollar demand from oil importers in coming days. 

 The dollar was trading between 8,100 lei (ROL) and ROL8,140 at 0715 GMT Thursday, from between ROL8,090 and ROL8,115 Wednesday. 

 One dealer with a foreign bank in Bucharest said state oil importers will have to buy several million dollars in the coming days to pay off maturing letters of credit in hard currency. 

 He said the increased dollar demand and current high leu liquidity could weaken the leu by the outset of next week. 

 But another dealer predicted the National Bank of Romania would intervene to prevent any depreciation despite analysts' claims that the leu is steeply overvalued. 

 After much fluctuation throughout the second half of 1997, the leu is trading at around levels from one year ago. Meanwhile, inflation in the last twelve months has totaled approximately 140%. 

 The dealer said the central bank fears that any depreciation could spark a round of speculation amid a continuing political crisis. 


As reported, many government-allied and opposition politicians demand
the resignation of Prime Minister Victor Ciorbea before the 1998 budget
is presented to parliament next week.
    -By Adam Brown (401)210-8197 adam@mail.kappa.ro



(END) Dow Jones Newswires 05-03-98



0753GMT


 1869"
Romania Leu Weakens Early As Oil Importers Seen Seeking Dlrs ,1998-03-05," BUCHAREST (Dow Jones)--Romania's leu is weakening slightly in early trading Thursday and dealers predicted increased dollar demand from oil importers in coming days. 

 The dollar was trading between 8,100 lei (ROL) and ROL8,140 at 0715 GMT Thursday, from between ROL8,090 and ROL8,115 Wednesday. 

 One dealer with a foreign bank in Bucharest said state oil importers will have to buy several million dollars in the coming days to pay off maturing letters of credit in hard currency. 

 He said the increased dollar demand and current high leu liquidity could weaken the leu by the outset of next week. 

 But another dealer predicted the National Bank of Romania would intervene to prevent any depreciation despite analysts' claims that the leu is steeply overvalued. 

 After much fluctuation throughout the second half of 1997, the leu is trading at around levels from one year ago. Meanwhile, inflation in the last twelve months has totaled approximately 140%. 

 The dealer said the central bank fears that any depreciation could spark a round of speculation amid a continuing political crisis. 


As reported, many government-allied and opposition politicians demand
the resignation of Prime Minister Victor Ciorbea before the 1998 budget
is presented to parliament next week.
    -By Adam Brown (401)210-8197 adam@mail.kappa.ro



(END) Dow Jones Newswires  05-03-98



0753GMT


 1869"
"ROMANIA  LEU WEAKER, MKT AWAITS C.BANK  INTERVENTIONS . ",1998-02-02," 0825 GMT - The Romanian leu currency weakened to about 

 8,350/450 to the dollar on Monday from around 8,330/400 at 

 Friday's close, with hard currency demand on the rise and 

 dealers awaiting central bank (BNR) interventions. 

 Dealers said quarrels ravaging the coalition government 

 over the weekend, despite an agreement to rehaspe the coalition 

 after Social Democrats withdrew their ministers from the 

 cabinet, had little impact on the market. 

 * Traders said the BNR was expected to soak up fresh funds 

 from the money market and extend maturities of deposits taken 

 last month, as short-term prices fell towards 100/110 percent 

 from Friday's 140/150 percent amid increased liquidity. 

 * Operators said they expected the BNR to act again on the 

foreign exchange market where higher dollar buying notes from 

 clients was putting the leu under pressure. 

 ""I think the BNR will sell dollars if bid prices go below 

 8,400,"" said one trader. 

 Some dealers said they had noticed an increase in volumes 

 with individuals after Romania introduced on Friday new rules 

 to lift the $500 annual limit on Romanians' hard currency

 purchases, in line with the IMF currency convertibility norms. 

 ""Many are still pondering on whether to buy dollars or put 

 their savings in banks which raised interest rates,"" one said. 

 * On the retail market, the leu opened trading between 

 8,250/550 to 8,400/650 to the dollar, almost unchanged from 

 about 8,350/550 over the weekend. 

 ((Mirela Eremia, Bucharest Newsroom +40-1 312-0264, fax +40 1 

 315-8448, bucharest.newsroom@reuters.com)) 

 (c) Reuters Limited 1998"
ROMANIA  CEN.BANK  INTERVENES  TO PROP UP EXPOSED LEU. ,1998-01-30," BUCHAREST, Jan 30 (Reuters) - Romania's central bank (BNR) intervened on money and foreign currency markets on Friday to ease pressure on the leu amid rising dollar demand and an end to limits on individuals' foreign currency purchases. 

 The leu dipped about two percent on the interbank market, closing at 8,330/400 to the dollar, while retail prices remained relatively stable at 8,350/500. 

 The currency rebounded briefly after the BNR drained money market funds and sold modest amounts of dollars. 

 Most traders said the BNR's moves had failed to dissipate expectations of higher pressure on the unit. Leu liquidity is seen up and, while exchange offices were free of crowds, Romanians were still digesting the new regulations. 

 ""Next week will be interesting,"" said one trader. ""Much depends on what the BNR does. But higher bank deposit rates and maybe fresh government bonds issues for individuals could help offset the psychological impact of the rules."" 

 Romania introduced new rules aligned to the International Monetary Fund's article eight on currency convertibility. These lifted the $500 annual limit on Romanians' hard currency purchases and allowed access to the interbank market. 

 The move had been carefully prepared for months by the BNR, which has pledged to take whatever action is needed to keep the leu from sliding too quickly. 

 With the new rules, Romania agrees not to impose curbs on payments and transfers for current account deals, essentially foreign trade, and not to operate multiple currency regimes. 

 But it can restrict capital movements. 

 BNR officials have repeateadly said the bank is prepared to keep a tight grip on the market. 

 Weeks of political turmoil, culminating in the walkout from the coalition cabinet on Thursday of its second largest party, the Social Democrats, have had little effect on the currency. But the party pledged to support the coalition in parliament. 

 Traders said no pressure had been detected from retail investors so far. Friday's slide, they said, could have been triggered by banks shifting to long dollar positions after staying short at the end of the month to meet minimum reserves. 

 Other operators said Romanians were likely to stick to a wait-and-see attitude as most banks increased deposit rates in response to rapid sales of high-interest government bonds. 

 ""The bond sale was a clever move,"" said one dealer. ""People were attracted by the new opportunities and if the Finance Ministry puts such papers on sale again the leu will gain."" 

 Finance Minister Daniel Daianu said on Thursday before his departure for the World Economic Forum in Davos that he was confident the BNR ""has full control of the situation. I'm not afraid of what might happen in the period ahead."" 

 But he added that the leu's trend would depend on how solid an economic programme was put together by the revamped cabinet to emerge from this week's political upheaval. 

 Exchange house managers said no significant changes of their market features were likely ahead of the weekend. But some were reluctant to predict trends for next week. 

 ""It's too soon to say what will happen. But in view of the BNR's efforts to create leu shortages it's possible there will be no spectacular shifts,"" said IDM exchange manager Dan Simionescu. 

 ((Bucharest Newsroom +40-1 312-0264, fax +40 1 315-8448, bucharest.newsroom@reuters.com)) REUTERS 

 (c) Reuters Limited 1998"
Romania  Leu Closes Stable With No Ctrl Bank  Intervention ,1998-01-16," BUCHAREST (Dow Jones)--Romania's leu closed steady Friday with very little foreign exchange market intervention by the National Bank of Romania despite the ongoing political crisis, said dealers. 

 The dollar closed at between 8,420 lei (ROL) and ROL8,460 Friday, about the same as opening. 

 'I didn't see any big dollar demand,' said one dealer with a foreign bank in Bucharest. 'My clients have T-bills maturing and I know they're going to roll them over. There hasn't been any repatriation.' The dealer said many clients believe the central bank will maintain the leu basically steady until the end of the current political crisis. 

 'The crisis will be over in three months, no matter how they resolve it,' predicted the dealer. 

 (MORE) Dow Jones Newswires 16-01-98 

 1326GMT 

 1869"
Romania  Leu Stable As Dealers Predict  Intervention ,1998-01-16," BUCHAREST (Dow Jones)--Romania's leu is trading stable early Friday as dealers said they were confident that intervention by the National Bank of Romania will offset rising pressure on the leu from political instability. 

 The dollar was trading at between 8,410 lei (ROL) and ROL8,460 at 0740 GMT Friday, the same as Thursday's close. 

 'The central bank has made it clear that they want the dollar at ROL8,400,' said one dealer. 'If it starts to go above that, they're going to come to us with dollars.' Intervention by Romania's central bank has strengthened the leu from between ROL8,450 and ROL8,500 to the dollar at opening Thursday despite a rift in the ruling coalition that threatens to topple the government. 

 As reported, central bank Foreign Exchange Policy Director Ion Dragolin said Thursday the bank has sold $100 million in foreign exchange reserves since Jan. 6 when rumors of a political crisis started to hit markets. 

 Romania's Democratic Party, the second largest in the four-member coalition, is demanding resignation of the entire government in order to speed up economic reform. 


If the government doesn't resign, the party said it will abandon the
coalition and leave the government with a minority parliament.
-By Adam Brown (401)210-8197 adam@mail.kappa.ro



(END) Dow Jones Newswires 16-01-98



0816GMT


 1869"
Exotic  Currency /Romania -3: Crisis Began In December ,1998-01-15," 'If they don't get anything done this year, foreign debt payments, interest and principal, will probably rise to $2 billion (in 1999),' said Shtereva. 

 She said the political instability will also make it more difficult for Romania to obtain credit abroad. 

 The central bank has intervened repeatedly in early January to counter rising dollar demand from importers. A central bank spokesman also accused foreign banks of speculating against the currency as the crisis within the ruling coalition grew. 

 The current political crisis began in late December when former Transport Minister Traian Basescu sharply criticized the pace of economic reform and then resigned under pressure from Ciorbea. 

 Basescu's PD threatened to withdraw from the coalition to back demands for his reinstatement but Ciorbea said he would never again accept Basescu as a minister. 

 On Tuesday, Basescu said he didn't want the job back and the PD's Wednesday vote turned into a yes or no vote on approval of the government. The PD national council voted 444 in favor of demanding the government's resignation while 12 voted against and six abstained. 

 The dollar is trading between 8,410 and 8,490 lei, up from between 8,250 and 8,300 lei at the beginning of the year. 

 Despite its interventions in support of the leu, a central bank spokesman said foreign exchange reserves are currently around $2.6 billion, roughly the same level the last two months but up from $700 million one year ago. 

 (MORE) Dow Jones Newswires 15-01-98 

 1152GMT 

 1106 1838"
Romania  Ctrl Bank -3: Steady  Intervention  Seen ,1998-01-15," The dealer said the central bank will continue to intervene throughout the day, likely selling more than $30 million or $40 million. 

 Another dealer with a foreign bank said central bank dealers called five times in the first two hours of trading to indicate they will support the leu from the approximately $2.6 billion in foreign exchange reserves. 

 As reported, the Democratic Party (PD), the second largest partner in the four-member coalition, voted Wednesday to demand restion of the entire government by March 31 in a call for speedier reform. If the government doesn't resign, the party vows to abandon the coalition and leave the government with a minority in Parliament. 

 Dealers and analysts say the vote will likely halt reform for several months and may lead to early elections. 


As the crisis grew in the past week, the central bank has intervened
steadily in money and foreign exchange markets.
   -Adam Brown (401)-210-8197 adam@mail.kappa.ro



(END) Dow Jones Newswires 15-01-98



1007GMT"
Romania Leu Stable -2: Political Effects Seen Mid-Term ,1998-01-15," The party said it will abandon the coalition unless the government resigns by March 31. PD withdrawal from the coalition would leave the government with a minority in parliament. 

 Another dealer with a foreign bank predicted no sharp reaction Thursday to the party threats. 

 'On the medium term its very bad,' said the dealer. 'But nobody is going to panic (Thursday). Maybe (the government) can negotiate some solution.' 

 President Emil Constantinescu is expected to speak with the four parties that comprise the ruling coalition Thursday. 

 The dealer predicted the National Bank of Romania will intervene in currency markets if the leu starts to depreciate further. 

 As reported, dealers said Romania's central bank has sold more than $60 million in the last seven trading sessions to counter pressure against the leu. 

 They say the pressure, which pushed the leu down from between 8,250 and 8,300 per dollar at the outset of last week, stemmed from importer dollar buying and political instability leading up to Wednesday's vote. 


The central bank has also accused foreign banks of taking advantage of
the political doubts to speculate and depreciate the leu.
-By Adam Brown (401)210-8197 adam@mail.kappa.ro



(END) Dow Jones Newswires 15-01-98



0817GMT


 1869"
Romania/Markets/Wed Vote -2: Leu Liberalization At Issue ,1998-01-14," The PD national convention is expected to vote late Wednesday afternoon in a closed-door meeting. Party leadership has scheduled a press conference to comment on the vote for 18:00 local time (1600 GMT). 

Currency dealers said the controversy will also decide the immediate future of the leu, which the government says has suffered speculative attacks since the political crisis began last week. 

 One currency dealer with a foreign bank said the leu could face a confidence crisis under a weakened government coalition. The dealer said further pressure on the leu could force the government to delay plans to adopt, in February, Article VIII of the International Monetary Fund charter on internal currency convertibility. 

 To adopt the article, the government must scrap legislation forcing exporters to immediately use dollar income to buy lei. The government would also have to eliminate legislation allowing Romanians to buy no more than $500 in hard currency per year. 

 Since the beginning of last week, the leu has depreciated to between 8,400 and 8,450 per dollar currently from between 8,250 and 8,300 per dollar despite steady intervention by the National Bank of Romania. 


Dealers estimate Romania's central bank has sold more than $60 million
this week and about $30 million last week.
--Adam Brown (401)-210-8197 adam@mail.kappa.ro



(END) Dow Jones Newswires 14-01-98



1042GMT"
"Romania  Leu Stable As Dealers Await T-Bills,  Intervention ",1998-01-13," BUCHAREST (Dow Jones)--Romania's leu is trading stable early Tuesday and currency dealers predicted some strengthening in the afternoon on a large Treasury bill auction and central bank intervention. 

 The dollar was trading between 8,450 and 8,570 lei at 0730 GMT, about the same as closing Monday. 

 One dealer with a foreign bank said the National Bank of Romania sale of $30 million Monday has halted the leu's slide, but said dollar demand and leu liquidity remain high. He predicted either further dollar sales or liquidity drain Tuesday. 

 Another dealer said the central bank borrowed about 120 billion lei from the interbank market Monday at overnight rates of about 90%, but said leu liquidity is high Tuesday and predicted a slight drop in the money market rates despite the T-bill auction. 

 As reported, the government will offer 999 billion lei in the Tuesday T-bill auction, up from the originally scheduled offer of 642 billion lei. 


The dealer predicted T-bill yields as low as 75% on Tuesday's auction,
from 90% last week and 120% in a late December auction.
-By Adam Brown (401)210-8197 adam@mail.kappa.ro



(END) Dow Jones Newswires 13-01-98



0803GMT


 1869"
Romania Importer Association Says Importer Dlr Demand Low ,1998-01-12," BUCHAREST (Dow Jones)--Romania's National Association of Importers and Exporters Monday blamed speculators for weakening the leu over the last week and denied importer dollar buying had a significant effect on the currency. 

 In a press release Monday, association President Mihai Ionescu said imports, traditionally high in January, are considerably lower this month than last January and importer dollar demand has had only moderate effect on the leu. 

 Ionescu, who couldn't be immediately reached for comment, said in the press release that 'certain players' sparked a speculative attack on the leu 'at the first sign of an increase' in the dollar rate. 

 The press release also blamed the National Bank of Romania for not intervening in currency markets last Thursday or Friday. 

 As reported, Romania's central bank sold about $10 million daily in the first three days of last week but refrained from intervention at the end of the week. 

 The statement comes after local media cited the National Bank of Romania blaming foreign bank speculation for weakening the leu last week. 

 As reported, the leu has depreciated to between 8,480 and 8,570 per dollar Monday afternoon from between 8,250 and 8,300 per dollar a week earlier. 

Currency dealers say increased dollar demand from importers,
particularly oil buyers, has weakened the leu.
-By Adam Brown (401)-210-8197 adam@mail.kappa.ro



(END) Dow Jones Newswires 12-01-98



1200GMT"
Romania  Leu Weakening As Dealers See Large  Intervention ,1998-01-09," BUCHAREST (Dow Jones)--Romania's leu weakened sharply in early trading Friday as dealers predicted large-scale intervention by the National Bank of Romania in the early afternoon. 

 The dollar was trading between 8,400 and 8,450 lei on the interbank market at 0745 GMT, from between 8,350 and 8,400 at closing Thursday. The leu is down from between 8,220 and 8,280 at Thursday's opening amid a surge of dollar buying from importers, said dealers. 

 One dealer with a foreign bank said some currency speculators may be adding pressure on the leu but predicted Romania's central bank will sell as much as $20 million between 1100 GMT and 1200 GMT Friday. 

 As reported, dealers say the central bank sold about $10 million per day in the first three days of the week but abstained from intervention Thursday. 

 'The rate is way too high,' said a dealer. 'I think the central bank is going to intervene in a big way. They'll put the leu back up to 7,300 (per dollar).' 

 He also predicted the central bank could also borrow several hundred lei from the interbank market to help halt the leu's slide. 

 After daily central bank borrowing early in the week, money market rates are at about 85%, for overnight, from about 65% shortly afterning Monday. 


Dealers say the high money market rates will also drive up the yield
on an auction of 643 billion lei in three-month Treasury bills scheduled
for next Tuesday.
-By Adam Brown; (401)210-8197; adam@mail.kappa.ro



(END) Dow Jones Newswires 09-01-98



0824GMT


 1869"
Romania  Leu Weakening Early As Further  Intervention  Seen ,1998-01-07," BUCHAREST (Dow Jones)--Romania's leu is weakening in early trading as large dollar purchases by oil importers offset dollar sales and a liquidity drain by the National Bank of Romania, said dealers. 

 The dollar was trading between 8,230 and 8,280 lei at 0830 GMT, from between 8,100 and 8,150 lei per dollar at closing Tuesday after central bank intervention. 

 'Oil importers still have some huge (dollar) orders out there and the pressure isn't off the leu yet,' said one dealer with a foreign bank in Bucharest. He predicted the central bank will intervene again Wednesday, definitely by draining lei from the market but possibly through dollar sales as well. 

 'I don't think the central bank is happy with (foreign exchange) rates above 8,200 (lei per dollar),' said the dealer. 

 As reported, the central bank borrowed more than 100 billion lei Tuesday at overnight rates as high as 80% annually and sold up to $10 million to counter a sharp weakening of the leu in late morning. 

 Another dealer said an auction late Tuesday of 642 billion lei in three-month Treasury bills didn't drain enough liquidity to stabilize the leu. 


He said money market rates are at about 70% for overnight, down from
peak rates of 80% Tuesday afternoon but up from 65% at Tuesday's
opening.
-By Adam Brown (401)210-8197 adam@mail.kappa.ro



(END) Dow Jones Newswires 07-01-98



0920GMT


 1869"
C.BANK  INTERVENES  ON THE MARKET-DEALERS. ,1998-01-07," BUCHAREST, Jan 7 (Reuters) - Romania's central bank (BNR) sold dollars on the local interbank market and soaked up money market funds in a repeated move in recent days to ease pressure on the leu currency, dealers said on Wednesday. 

 ""The BNR sold dollars near 8,220/8,230. It also intervened on the money market,"" a dealer said. 

 ""The amounts were not significant. I can't see the reason why it did it as the market was relatively quiet today,"" another said. 

 The leu traded at around 8,235/280 to the dollar at mid-day after weakening to about 8,250/300 in early trading. Traders said the BNR mopped up overnight funds at prices near 90 percent. 

 They said the BNR moves were intended to keep money market liquidity tight and prevent pressures on the leu. ((Bucharest newsroom +40 1 312 0264, fax +40 1 315 8448)) REUTERS 

 (c) Reuters Limited 1998"
Romania Leu Steady As Traders Await Large T-Bill Auction ,1998-01-06," BUCHAREST (Dow Jones)--Romania's leu is trading stable in low volumes early Tuesday as dealers predicted an afternoon Treasury bill auction will reduce excess lei liquidity. 

 The dollar was trading between 8,250 and 8,300 lei on the interbank market Tuesday at 0745 GMT, the same as closing Monday. 

 'There's a lot of lei liquidity on the market, but the T-bill auction should be enough to drain it,' said one dealer with a foreign bank. 'If it isn't, the (National Bank of Romania) will probably intervene on money markets.' 

 The amount of Tuesday's three-month T-bill auction is 643 billion lei, from about 400 billion lei in a late December auction and an average of 200 billion lei per auction in recent months. 

 He said excess lei liquidity has driven down overnight lending rates to as low as 65% annually from close to 70% Monday and a high of 120% in late December when the Christmas season sparked a lei shortage. 

 Another dealer with a foreign bank predicted Romania's central bank will resume regular dollar purchases later this week after draining lei from the market. 


'They haven't been able to buy dollars for a while without affecting
forex rates,' he said. 'Pretty soon, they'll be wanting to increase
(foreign exchange reserves).'
-By Adam Brown (401)210-8197 adam@mail.kappa.ro



(END) Dow Jones Newswires 06-01-98



0823GMT


 1869"
ROMANIA  CEN.BANK  INTERVENES  TO TEMPER LEU FALL. ,1998-01-05," BUCHAREST, Jan 5 (Reuters) - Romania's central bank (BNR) sold dollars on the local interbank market and soaked up money market funds to ease a downswing of the leu currency, dealers said on Monday. 

 ""The BNR entered the market selling dollars after the leu had fallen to bid quotes of 8,300,"" said one dealer. 

 ""It was also active on the money market draining one-week funds at prices near 85 percent,"" said another trader. 

 Some dealers said the size of the BNR's intervention on the foreign exchange market was not the largest over the past months but they qualified it as ""significant"". 

 Over the past months the BNR had repeatedly stepped into the interbank market, selling and buying dollars in a bid to check the leu's trend. 

 Some operators said its largest intervention on the foreign exchange market had been felt in October. 

 The leu traded firmer between 8,150 and 8,200 to the dollar after the BNR interventions, compared to an opening of about 8,230/290. Dealers said the leu came under pressure due to an overliquid money market and a pickup in dollar demand. ((Mirela Eremia, Bucharest Newsroom +40-1 312-0264)) REUTERS 

 (c) Reuters Limited 1998"
Romania Leu Weakens Slightly On Increased Dollar Buying ,1997-12-18," BUCHAREST (AP-Dow Jones)--Romania's leu is weakening slightly early Thursday on increased dollar buying, mostly from importers, said dealers. 

 The dollar was trading between 7,985 and 8,015 lei on the interbank market at 10:00 local time (0800 GMT), from between 7,980 and 8,010 at Wednesday's close. 

 One dealer with a foreign bank said importers were likely buying more dollars than usual Wednesday as lei liquidity remains high on the market. He also said some foreign portfolio investors are repatriating some profits from local stock markets before the year end. 

 The dealer said the National Bank of Romania may intervene on money markets Thursday to strengthen the leu slightly so that foreign exchange rates end the year at around 8,000 lei to the dollar. 

 'This seems to be their unofficial target,' said the dealer. 


He said money market rates are currently around 73% annually, at
overnight, about the same as Wednesday, but may rise slightly if
Romania's central bank drains some liquidity from the market.
-By Adam Brown (401) 210-8197 adam@mail.kappa.ro



(END) AP-DOW JONES NEWS 18-12-97



0822GMT


 1869"
Romania  leu holds level amid c.bank  interventions . ,1997-12-05," BUCHAREST, Dec 5 (Reuters) - Romania's leu ended on Friday at about 7,925/970 to the dollar, near Thursday's closing, getting support from small-scale central bank (BNR) intervention on the interbank market, dealers said. 

 ""The BNR took some action but the amounts were smaller and the moves more tempered compared with Thursday,"" said one dealer. ""They seemed poised to pinch players with bid quotes weaker than 7,930."" 

 Operators said the BNR was also acting on the money market side, helping short-term prices to recover at close towards 70/80 percent after easing towards 55/70 percent at midday on the back of a high leu liquidity. 

 ""It is very clear the BNR wants to use the exchange rate as an anchor for inflation,"" said one trader. ""But fundamentals, including current account deficit, demand a depreciation."" 

 ""I think they won't let the leu slide below 8,100 by the year's end,"" said another. 

 Over the past few days the BNR had intensified a campaign to ease increased pressure on the currency triggered by some repatriation of earnings from the capital markets and rising imports ahead of Christmas holidays. 

 Its largest moves occurred on Thursday, when it sold dollars and drained money market funds, managing to avert a downswing of the leu after ask prices dipped towards 8,015. 

 At licensed money changing bureaux the leu lingered near 8,100/200 to the dollar over the past week. ((Mirela Eremia, Bucharest newsroom +40 1 312-0264)) 

 (c) Reuters Limited 1997"
